dept_name,wk_date,sales,ctype
Canned Foods,2011-02-18,2890866.27,actuals
Appliances,2011-02-18,2835776.3299999987,actuals
Dairy,2011-02-18,2156738.520000001,actuals
Bedding,2011-02-18,1991469.5199999989,actuals
Accessories,2011-02-18,1995935.459999999,actuals
Dinner Foods,2011-02-25,1493914.599999999,actuals
Cleaning Supplies,2011-02-25,1318392.500000001,actuals
Beauty,2011-02-25,1412626.2299999997,actuals
Dairy,2011-02-25,2078314.7199999993,actuals
Beverages,2011-02-25,3130285.0700000008,actuals
Appliances,2011-02-25,2766755.779999999,actuals
Cereal,2011-02-25,2591260.960000002,actuals
Accessories,2011-02-25,1924869.4300000009,actuals
Cleaning Supplies,2011-03-04,1405156.6699999995,actuals
Dairy,2011-03-04,2188200.8899999997,actuals
Beverages,2011-03-04,3432805.9000000004,actuals
Cereal,2011-03-04,2633098.1299999994,actuals
Appliances,2011-03-04,3022327.0799999987,actuals
Bedding,2011-03-04,2065558.8000000012,actuals
Accessories,2011-03-04,2044729.7699999998,actuals
Dinner Foods,2010-11-05,1519244.6399999987,actuals
Cleaning Supplies,2011-03-11,1304685.2799999998,actuals
Dinner Foods,2011-03-11,1619642.060000001,actuals
Appliances,2011-03-11,2854718.15,actuals
Accessories,2011-03-11,1903723.5800000005,actuals
Beauty,2011-03-11,1351094.2899999989,actuals
Cleaning Supplies,2011-03-18,1315121.4000000006,actuals
Cereal,2011-03-18,1984052.2999999996,actuals
Canned Foods,2011-03-18,3055298.76,actuals
Beauty,2011-03-18,1359488.109999999,actuals
Accessories,2011-03-18,1908655.1499999987,actuals
Bedding,2011-03-25,1915915.3199999998,actuals
Cereal,2011-03-25,1855468.9599999995,actuals
Beauty,2011-03-25,1316044.939999999,actuals
Cereal,2011-04-01,1799803.8299999991,actuals
Cleaning Supplies,2011-04-01,1320036.8900000008,actuals
Bedding,2011-04-01,1937032.7199999983,actuals
Beverages,2011-04-01,3083409.37,actuals
Canned Foods,2011-04-01,2883790.4400000004,actuals
Cleaning Supplies,2011-04-08,1336494.2900000005,actuals
Dairy,2011-04-08,2042282.3700000006,actuals
Dinner Foods,2011-04-08,1657938.569999999,actuals
Beverages,2011-04-08,3458597.389999998,actuals
Appliances,2011-04-08,2862015.730000001,actuals
Accessories,2011-04-08,1939021.8399999985,actuals
Beauty,2011-04-08,1366392.27,actuals
Cleaning Supplies,2011-04-15,1298737.7699999996,actuals
Beauty,2011-04-15,1304994.9199999992,actuals
Cereal,2011-04-15,1809401.93,actuals
Canned Foods,2011-04-15,3039989.219999999,actuals
Beverages,2011-04-15,3229946.21,actuals
Appliances,2011-04-15,2735846.279999999,actuals
Dairy,2011-04-15,1956504.2899999984,actuals
Bedding,2011-04-15,1994317.5899999985,actuals
Dinner Foods,2011-04-22,1514943.9700000007,actuals
Accessories,2011-04-22,1973286.35,actuals
Canned Foods,2011-04-22,3060862.39,actuals
Cereal,2011-04-22,1832563.9600000007,actuals
Beauty,2011-04-22,1332730.939999999,actuals
Bedding,2011-04-22,2122778.490000002,actuals
Beverages,2011-04-29,2790205.0400000014,actuals
Dairy,2011-04-29,1861616.060000001,actuals
Cleaning Supplies,2011-04-29,1248815.2299999993,actuals
Beauty,2011-04-29,1237086.9799999997,actuals
Cereal,2011-04-29,1659803.7699999993,actuals
Accessories,2011-04-29,1810197.7199999988,actuals
Bedding,2011-04-29,1858260.3399999996,actuals
Appliances,2011-04-29,2668837.6599999997,actuals
Cleaning Supplies,2011-05-06,1385109.95,actuals
Beverages,2011-05-06,3392286.66,actuals
Dairy,2011-05-06,2047752.669999998,actuals
Appliances,2011-05-06,2954401.6400000006,actuals
Cereal,2011-05-06,1748952.4599999995,actuals
Cleaning Supplies,2011-05-13,1281818.3900000001,actuals
Canned Foods,2011-05-13,3144828.9700000007,actuals
Dinner Foods,2011-05-13,1495469.5400000012,actuals
Accessories,2011-05-13,1833291.8599999996,actuals
Bedding,2011-05-13,1949314.4499999993,actuals
Beauty,2011-05-20,1333835.1199999994,actuals
Dinner Foods,2011-05-20,1496186.980000001,actuals
Appliances,2011-05-20,2755940.680000001,actuals
Cleaning Supplies,2011-05-20,1339688.2600000007,actuals
Cereal,2011-05-20,1605181.9499999993,actuals
Accessories,2011-05-20,1901289.7199999983,actuals
Bedding,2011-05-20,1957835.3400000008,actuals
Beverages,2011-05-20,3136141.8899999997,actuals
Cleaning Supplies,2011-05-27,1349079.3000000007,actuals
Accessories,2011-05-27,1903197.61,actuals
Dairy,2011-05-27,1904105.2900000012,actuals
Dinner Foods,2011-05-27,1367611.7899999989,actuals
Bedding,2011-05-27,1913094.869999999,actuals
Appliances,2011-06-03,2637814.1299999985,actuals
Dairy,2011-06-03,1944335.449999999,actuals
Dinner Foods,2011-06-03,1467341.5000000012,actuals
Canned Foods,2011-06-03,3416366.2199999997,actuals
Accessories,2011-06-03,1995935.920000001,actuals
Dairy,2011-06-10,1955637.8899999992,actuals
Bedding,2011-06-10,2025549.5900000017,actuals
Dinner Foods,2011-06-10,1618636.6199999992,actuals
Cleaning Supplies,2011-06-10,1342549.2100000004,actuals
Beauty,2011-06-10,1331832.0199999996,actuals
Canned Foods,2011-06-10,3491710.1199999996,actuals
Dairy,2011-06-17,1937126.38,actuals
Bedding,2011-06-17,2009204.7500000007,actuals
Beauty,2011-06-17,1323248.5800000003,actuals
Beverages,2011-06-17,3207409.3599999994,actuals
Canned Foods,2011-06-17,3452812.320000002,actuals
Accessories,2011-06-17,1984413.2200000004,actuals
Dairy,2011-06-24,1877239.0800000008,actuals
Bedding,2011-06-24,1909655.2000000007,actuals
Beauty,2011-06-24,1288021.8500000008,actuals
Dinner Foods,2011-07-01,1457801.819999999,actuals
Accessories,2011-07-01,2025082.0199999986,actuals
Beverages,2011-07-01,3169679.340000003,actuals
Appliances,2011-07-01,2799811.2100000014,actuals
Bedding,2011-07-01,2009145.7199999983,actuals
Canned Foods,2011-07-01,3490542.569999998,actuals
Beverages,2011-07-08,3368886.3600000027,actuals
Cereal,2011-07-08,1652615.8900000006,actuals
Bedding,2011-07-08,2061990.639999999,actuals
Dinner Foods,2011-07-08,1575768.8900000001,actuals
Accessories,2011-07-08,2011695.4399999983,actuals
Canned Foods,2011-07-08,3580339.8900000025,actuals
Appliances,2011-07-15,2734441.780000001,actuals
Cereal,2011-07-15,1576981.42,actuals
Bedding,2011-07-15,2019037.2300000011,actuals
Dairy,2011-07-15,1894941.8499999996,actuals
Dinner Foods,2011-07-15,1558581.480000001,actuals
Beauty,2011-07-15,1357140.510000001,actuals
Beverages,2011-07-22,3049986.8799999976,actuals
Accessories,2011-07-22,2020007.6699999995,actuals
Bedding,2011-07-22,1965143.5499999989,actuals
Appliances,2011-07-22,2588606.109999998,actuals
Beauty,2011-07-22,1362110.4600000007,actuals
Cleaning Supplies,2011-07-22,1305363.0799999991,actuals
Canned Foods,2011-07-22,3378955.4299999992,actuals
Dairy,2011-07-22,1866638.9600000011,actuals
Beverages,2011-07-29,2963044.8899999997,actuals
Cereal,2011-07-29,1656796.2500000005,actuals
Appliances,2011-07-29,2631124.8899999987,actuals
Bedding,2011-07-29,1908539.1200000024,actuals
Accessories,2011-07-29,1978010.9599999997,actuals
Canned Foods,2011-07-29,3204515.8000000003,actuals
Beverages,2011-08-05,3475954.9000000004,actuals
Bedding,2011-08-05,2130231.1299999985,actuals
Beauty,2011-08-05,1468287.1899999997,actuals
Canned Foods,2011-08-05,3489024.0599999996,actuals
Dairy,2011-08-12,1900644.2,actuals
Cleaning Supplies,2011-08-12,1290362.5399999996,actuals
Dinner Foods,2011-08-12,1586241.0700000008,actuals
Bedding,2011-08-12,2085525.030000002,actuals
Cleaning Supplies,2011-08-19,1308058.9799999997,actuals
Dinner Foods,2011-08-19,1502584.7000000004,actuals
Appliances,2011-08-19,2690802.5699999994,actuals
Accessories,2011-08-19,2099590.3299999996,actuals
Bedding,2011-08-19,2072240.8399999987,actuals
Beverages,2011-08-19,3271764.8499999973,actuals
Canned Foods,2011-08-19,3273055.8800000027,actuals
Dinner Foods,2011-08-26,1453320.7699999993,actuals
Bedding,2011-08-26,2121358.2600000016,actuals
Dairy,2011-08-26,1969790.3400000003,actuals
Canned Foods,2011-08-26,3485900.2899999996,actuals
Appliances,2011-09-02,2772833.91,actuals
Dinner Foods,2011-09-02,1438199.7299999984,actuals
Cereal,2011-09-02,1858389.1199999992,actuals
Beauty,2011-09-02,1440919.9900000005,actuals
Appliances,2011-09-09,2602305.450000001,actuals
Bedding,2011-09-09,2228404.219999999,actuals
Cereal,2011-09-09,1851735.7999999989,actuals
Dairy,2011-09-09,1979136.950000001,actuals
Canned Foods,2011-09-09,3343593.5099999984,actuals
Cleaning Supplies,2011-09-09,1341687.7599999988,actuals
Beverages,2011-09-16,3398824.2400000016,actuals
Appliances,2011-09-16,2818436.6399999997,actuals
Dinner Foods,2011-09-16,1539665.7600000002,actuals
Cereal,2011-09-16,1779105.1600000004,actuals
Cleaning Supplies,2011-09-16,1314721.4300000002,actuals
Accessories,2011-09-16,1903111.4199999983,actuals
Cereal,2011-09-23,1690879.0499999998,actuals
Accessories,2011-09-23,1876513.179999999,actuals
Dinner Foods,2011-09-30,1373311.8900000004,actuals
Cereal,2011-09-30,1692134.9300000004,actuals
Dairy,2011-09-30,1938117.9699999997,actuals
Canned Foods,2011-09-30,2982521.5799999987,actuals
Appliances,2011-10-07,2847994.909999999,actuals
Dairy,2011-04-01,2022973.320000002,actuals
Cereal,2011-06-03,1573067.8,actuals
Beauty,2011-09-09,1492465.090000001,actuals
Cleaning Supplies,2011-09-30,1322682.4400000006,actuals
Canned Foods,2011-03-11,3021999.979999998,actuals
Dairy,2011-09-16,1952183.6799999992,actuals
Beauty,2011-09-16,1404332.7600000007,actuals
Cleaning Supplies,2011-09-02,1299283.38,actuals
Accessories,2011-09-09,2037339.9200000006,actuals
Cleaning Supplies,2011-10-07,1398563.3599999996,actuals
Dairy,2011-10-07,2062571.7000000007,actuals
Canned Foods,2011-10-07,3288689.359999998,actuals
Accessories,2011-10-07,1988546.4399999997,actuals
Bedding,2011-10-14,2145160.859999999,actuals
Appliances,2011-10-14,2770818.990000001,actuals
Dinner Foods,2011-10-14,1574910.9899999993,actuals
Beverages,2011-10-21,3426960.309999999,actuals
Appliances,2011-10-21,2701152.0300000007,actuals
Cleaning Supplies,2011-10-21,1351021.2799999998,actuals
Bedding,2011-10-21,2098165.97,actuals
Accessories,2011-10-21,1885925.9599999983,actuals
Canned Foods,2011-10-21,3029088.4300000006,actuals
Cereal,2011-10-28,2207226.8799999985,actuals
Dinner Foods,2011-10-28,1408282.3499999994,actuals
Bedding,2011-10-28,2080516.7799999986,actuals
Cleaning Supplies,2011-10-28,1345712.4499999993,actuals
Accessories,2011-10-28,1840577.8499999987,actuals
Bedding,2011-11-04,2188725.7300000014,actuals
Beverages,2011-11-04,3765538.270000002,actuals
Canned Foods,2011-11-04,2976050.7100000004,actuals
Cleaning Supplies,2011-11-04,1423316.54,actuals
Bedding,2011-11-11,2248396.62,actuals
Beverages,2011-11-11,3985154.49,actuals
Cleaning Supplies,2011-11-11,1409019.1599999988,actuals
Appliances,2011-11-11,2819469.440000001,actuals
Dairy,2011-11-11,2029407.9899999998,actuals
Dinner Foods,2011-11-11,1604523.7899999993,actuals
Beauty,2011-11-11,1389636.4000000001,actuals
Beverages,2011-11-18,3948286.219999999,actuals
Dairy,2011-11-18,1969011.5900000003,actuals
Appliances,2011-11-18,2795641.060000001,actuals
Bedding,2011-11-18,2209558.7100000004,actuals
Cereal,2011-11-18,2137522.15,actuals
Cleaning Supplies,2011-11-18,1340054.0899999994,actuals
Accessories,2011-11-18,1874553.6799999992,actuals
Beauty,2011-11-18,1323866.659999999,actuals
Appliances,2011-11-25,2254251.9699999983,actuals
Dinner Foods,2011-11-25,1403363.7899999993,actuals
Cereal,2011-11-25,10089704.42000001,actuals
Dairy,2011-12-02,2046465.2800000021,actuals
Cereal,2011-12-02,2404798.99,actuals
Dinner Foods,2011-12-02,1373897.1199999996,actuals
Beauty,2011-12-02,1311529.3699999999,actuals
Cleaning Supplies,2011-12-02,1388861.8899999997,actuals
Beverages,2011-12-09,4092922.709999997,actuals
Appliances,2011-12-09,2911782.0499999975,actuals
Canned Foods,2011-12-09,3030198.7299999995,actuals
Cleaning Supplies,2011-12-09,1453529.6600000004,actuals
Accessories,2011-12-09,2048680.7699999984,actuals
Appliances,2011-12-16,2838249.599999999,actuals
Canned Foods,2011-12-16,3062988.39,actuals
Cleaning Supplies,2011-12-16,1484397.439999999,actuals
Dinner Foods,2011-12-16,1516212.4200000002,actuals
Beauty,2011-12-16,1258636.4200000004,actuals
Accessories,2011-12-16,2282396.9,actuals
Cleaning Supplies,2011-10-14,1327039.7400000002,actuals
Dairy,2011-11-25,1819597.8200000012,actuals
Beauty,2011-11-04,1400536.6199999992,actuals
Dinner Foods,2011-11-18,1503572.4400000013,actuals
Bedding,2011-12-02,2066288.8099999994,actuals
Canned Foods,2011-10-28,2925289.829999998,actuals
Canned Foods,2011-11-18,2895168.719999998,actuals
Bedding,2011-11-25,2452338.230000001,actuals
Dairy,2012-02-10,2209307.6299999994,actuals
Canned Foods,2012-04-13,3091855.680000001,actuals
Cleaning Supplies,2012-04-13,1307035.8399999992,actuals
Dinner Foods,2010-02-05,1755822.240000001,actuals
Cleaning Supplies,2010-02-12,1375373.29,actuals
Beverages,2010-02-12,3443837.2999999984,actuals
Beverages,2010-02-19,3312991.710000001,actuals
Bedding,2010-03-05,2005670.8299999987,actuals
Cleaning Supplies,2010-04-02,1438268.859999999,actuals
Beauty,2010-05-14,1301984.419999999,actuals
Accessories,2010-05-21,1954877.5900000008,actuals
Canned Foods,2010-06-25,3438618.2400000007,actuals
Cereal,2010-07-16,1750923.7900000005,actuals
Cleaning Supplies,2010-07-23,1316028.410000001,actuals
Dinner Foods,2010-07-23,1437634.229999999,actuals
Bedding,2010-07-23,1850685.8700000015,actuals
Beverages,2010-07-23,2918442.619999998,actuals
Beauty,2010-07-23,1419875.0000000007,actuals
Cereal,2010-07-23,1706627.7699999989,actuals
Appliances,2010-07-23,2554808.8000000017,actuals
Accessories,2010-07-30,2038851.6099999987,actuals
Bedding,2010-09-17,1920166.5099999993,actuals
Beauty,2010-09-17,1420920.0100000012,actuals
Canned Foods,2010-09-24,2944247.299999998,actuals
Accessories,2010-09-24,1875950.5100000005,actuals
Cleaning Supplies,2010-10-01,1337173.5300000005,actuals
Dinner Foods,2010-10-08,1596206.0300000007,actuals
Beauty,2010-10-08,1484751.0600000008,actuals
Accessories,2010-10-15,1833936.1399999992,actuals
Beverages,2010-10-22,3118517.0900000012,actuals
Cereal,2010-11-19,1796398.9900000002,actuals
Dairy,2010-11-26,1817977.0200000007,actuals
Accessories,2010-12-17,2120921.88,actuals
Cereal,2011-01-07,1868602.7899999993,actuals
Accessories,2011-01-14,1701879.0999999999,actuals
Appliances,2011-01-21,2780393.8200000017,actuals
Dinner Foods,2011-01-28,1428835.37,actuals
Dairy,2011-01-28,1995856.1200000006,actuals
Dairy,2011-02-11,2151851.9999999995,actuals
Appliances,2011-02-11,2854532.3000000007,actuals
Dinner Foods,2011-03-04,1620397.1500000013,actuals
Appliances,2010-08-20,2585634.7899999996,actuals
Beverages,2011-03-18,3248935.3300000015,actuals
Cleaning Supplies,2011-03-25,1294576.500000001,actuals
Dairy,2011-03-25,2019366.699999999,actuals
Appliances,2011-03-25,2677555.150000002,actuals
Beverages,2011-04-22,3284953.86,actuals
Dairy,2011-04-22,1970814.6799999983,actuals
Appliances,2011-04-22,2651489.9200000004,actuals
Beauty,2011-05-06,1384971.5399999993,actuals
Dinner Foods,2011-05-06,1608618.8199999984,actuals
Appliances,2011-05-13,2705229.529999999,actuals
Beverages,2011-05-27,2982491.9200000027,actuals
Cereal,2011-06-17,1902397.5899999999,actuals
Cleaning Supplies,2011-06-17,1350708.76,actuals
Appliances,2011-06-24,2648983.51,actuals
Accessories,2011-07-15,2012252.309999999,actuals
Canned Foods,2011-07-15,3395102.2299999967,actuals
Dairy,2011-07-29,1847980.6900000013,actuals
Dairy,2011-08-05,1967323.100000001,actuals
Accessories,2011-08-12,2024573.8299999987,actuals
Dairy,2011-08-19,1918812.7500000005,actuals
Beauty,2011-08-19,1465269.3099999994,actuals
Appliances,2011-08-26,2652287.3700000006,actuals
Canned Foods,2011-09-02,3309862.9399999985,actuals
Bedding,2011-09-23,2028506.7600000014,actuals
Canned Foods,2011-09-23,3005697.2800000007,actuals
Bedding,2011-09-30,2008523.9999999986,actuals
Beauty,2011-09-30,1373368.1400000001,actuals
Beauty,2011-06-03,1381967.2099999995,actuals
Beverages,2011-09-02,3254316.759999998,actuals
Beverages,2011-10-14,3554574.4100000015,actuals
Dinner Foods,2011-10-21,1488245.4699999995,actuals
Dairy,2011-11-04,1991180.3100000005,actuals
Beverages,2011-12-02,3413393.1299999976,actuals
Appliances,2011-12-02,3091315.710000001,actuals
Cereal,2011-12-09,2558351.939999998,actuals
Dinner Foods,2011-12-09,1635006.6199999996,actuals
Beverages,2011-12-16,4093797.8200000008,actuals
Accessories,2011-11-25,1917861.3,actuals
Cereal,2010-04-30,1715969.1899999992,actuals
Cleaning Supplies,2010-07-09,1292252.4600000007,actuals
Cereal,2010-02-19,3034799.9800000014,actuals
Beverages,2010-06-04,3158465.3600000027,actuals
Bedding,2010-06-04,1910085.0199999986,actuals
Dinner Foods,2010-06-25,1393128.8800000004,actuals
Accessories,2010-07-23,2038898.9299999995,actuals
Dairy,2010-08-13,1919428.0699999987,actuals
Appliances,2010-09-10,2561186.780000002,actuals
Canned Foods,2010-12-24,3254244.639999999,actuals
Dinner Foods,2011-02-04,1740506.4399999992,actuals
Beauty,2011-07-29,1336601.2000000002,actuals
Bedding,2011-03-11,2033884.9900000019,actuals
Dairy,2011-03-11,2077243.9400000009,actuals
Cereal,2011-04-08,1834547.8599999985,actuals
Canned Foods,2011-04-08,3130019.9000000004,actuals
Beverages,2011-06-24,2960337.4499999997,actuals
Dinner Foods,2011-07-29,1369965.7700000012,actuals
Cereal,2011-08-05,1856680.449999999,actuals
Cleaning Supplies,2011-09-23,1318152.719999999,actuals
Accessories,2011-10-14,1859700.1999999986,actuals
Dairy,2011-10-28,1936450.67,actuals
Appliances,2011-11-04,2902575.799999999,actuals
Dairy,2011-12-16,2075148.6500000018,actuals
Dairy,2010-07-30,1920671.8199999984,actuals
Beauty,2010-08-13,1411341.5600000005,actuals
Beverages,2010-08-13,3211755.9199999985,actuals
Canned Foods,2011-01-14,2848487.070000001,actuals
Beauty,2010-11-12,1387912.6199999994,actuals
Dairy,2010-12-03,2041276.9499999988,actuals
Cereal,2011-05-27,1568919.1999999988,actuals
Accessories,2011-06-10,1962504.609999999,actuals
Appliances,2011-08-12,2674134.8399999975,actuals
Cereal,2011-08-12,1788250.9500000007,actuals
Dinner Foods,2011-09-09,1615742.5799999996,actuals
Dairy,2010-10-15,1939607.2899999996,actuals
Bedding,2010-12-03,1889344.2100000014,actuals
Bedding,2010-12-17,2120773.3699999987,actuals
Accessories,2011-09-30,1875052.2700000012,actuals
Bedding,2011-06-03,1975953.3299999991,actuals
Beverages,2011-09-09,3655352.589999998,actuals
Beverages,2011-09-23,3216237.5199999986,actuals
Bedding,2010-04-16,1878963.5199999993,actuals
Beverages,2010-12-17,3724108.8899999987,actuals
Appliances,2010-10-15,2597032.1500000004,actuals
Cereal,2011-06-24,1844308.9700000007,actuals
Accessories,2011-04-15,1883416.84,actuals
Appliances,2011-09-23,2694770.810000001,actuals
Dinner Foods,2011-10-07,1713779.3599999992,actuals
Beauty,2011-10-07,1493280.06,actuals
Beverages,2011-10-28,3355012.379999999,actuals
Cereal,2010-05-21,1590749.2199999997,actuals
Dinner Foods,2010-11-19,1457231.5100000012,actuals
Beverages,2011-09-30,3165079.240000001,actuals
Dinner Foods,2011-03-25,1434119.0299999996,actuals
Bedding,2010-08-13,1924852.6899999988,actuals
Canned Foods,2011-03-25,2877009.6299999985,actuals
Dinner Foods,2012-04-06,1727740.5599999987,actuals
Bedding,2010-02-12,2031157.1499999992,actuals
Bedding,2010-02-19,1976215.64,actuals
Cleaning Supplies,2010-02-26,1367537.1699999992,actuals
Beauty,2010-03-19,1348626.800000001,actuals
Appliances,2010-03-26,2704991.219999999,actuals
Beverages,2010-04-30,2889255.670000002,actuals
Appliances,2010-05-21,2648574.680000002,actuals
Appliances,2010-05-28,2690655.9299999992,actuals
Dinner Foods,2010-06-04,1504883.9699999997,actuals
Canned Foods,2010-06-11,3560241.239999999,actuals
Beauty,2010-06-11,1419848.150000001,actuals
Cleaning Supplies,2010-06-18,1340481.5699999994,actuals
Cleaning Supplies,2010-07-02,1398568.5199999993,actuals
Appliances,2010-07-02,2764356.999999999,actuals
Bedding,2010-07-09,1919239.650000001,actuals
Bedding,2010-07-16,1903548.7899999998,actuals
Appliances,2010-07-30,2599254.220000002,actuals
Bedding,2010-07-30,1802612.9800000014,actuals
Bedding,2010-08-20,1893495.099999999,actuals
Cleaning Supplies,2010-08-27,1274970.1900000013,actuals
Bedding,2010-08-27,1855977.1599999995,actuals
Dairy,2010-08-27,1939868.029999999,actuals
Canned Foods,2010-08-27,3143805.760000001,actuals
Accessories,2010-09-03,2117039.29,actuals
Beverages,2010-10-01,3018358.9699999997,actuals
Cereal,2010-10-01,1663165.5599999998,actuals
Cereal,2010-10-15,1626128.3000000007,actuals
Dinner Foods,2010-10-22,1406421.3300000003,actuals
Accessories,2010-10-22,1847370.3900000008,actuals
Canned Foods,2010-10-22,2876242.459999999,actuals
Appliances,2010-10-22,2643442.1500000013,actuals
Appliances,2010-10-29,2634471.9200000023,actuals
Beverages,2010-11-05,3530982.3399999975,actuals
Appliances,2010-11-05,2825472.789999998,actuals
Appliances,2010-11-12,2658547.590000001,actuals
Dinner Foods,2010-11-12,1535908.1799999988,actuals
Bedding,2010-11-19,2001762.0000000002,actuals
Beverages,2010-12-03,3216974.969999998,actuals
Accessories,2010-12-10,1968591.5300000012,actuals
Dinner Foods,2010-12-10,1566066.3100000003,actuals
Cereal,2010-12-31,2119786.559999999,actuals
Dairy,2010-12-31,1949041.5500000005,actuals
Dairy,2011-01-14,2001491.6099999985,actuals
Cleaning Supplies,2011-01-21,1309732.2200000002,actuals
Cereal,2011-02-11,2889704.0000000005,actuals
Beauty,2011-02-11,1313155.8799999997,actuals
Canned Foods,2011-02-25,2834161.940000001,actuals
Canned Foods,2010-10-15,2971556.859999998,actuals
Beauty,2011-03-04,1492685.9599999995,actuals
Cereal,2011-03-11,2206184.000000002,actuals
Beverages,2011-03-11,3400733.050000001,actuals
Dinner Foods,2011-03-18,1543271.630000001,actuals
Bedding,2011-03-18,1993984.4100000006,actuals
Accessories,2011-03-25,1870694.5099999993,actuals
Appliances,2011-04-01,2908079.5999999978,actuals
Accessories,2011-04-01,1875748.5200000003,actuals
Beauty,2011-04-01,1331022.900000001,actuals
Canned Foods,2011-04-29,2783020.4099999983,actuals
Dinner Foods,2011-04-29,1276869.4900000005,actuals
Accessories,2011-05-06,1940981.499999999,actuals
Canned Foods,2011-05-06,3181896.5099999984,actuals
Bedding,2011-05-06,2052247.5200000016,actuals
Beauty,2011-05-13,1255405.3899999992,actuals
Dairy,2011-05-13,1934214.4100000013,actuals
Beverages,2011-05-13,3101748.9600000004,actuals
Dairy,2011-05-20,1960085.7699999986,actuals
Canned Foods,2011-05-20,3098342.9400000013,actuals
Canned Foods,2011-05-27,3214381.3100000015,actuals
Appliances,2011-06-10,2766931.5200000023,actuals
Dinner Foods,2011-06-17,1558787.7400000012,actuals
Dinner Foods,2011-06-24,1398242.7799999989,actuals
Cleaning Supplies,2011-06-24,1333790.2299999995,actuals
Dairy,2011-07-01,1968493.8900000006,actuals
Cereal,2011-07-01,1651031.2599999998,actuals
Appliances,2011-07-08,2553154.470000002,actuals
Cleaning Supplies,2011-07-08,1323570.0200000007,actuals
Beverages,2011-08-12,3355461.1700000023,actuals
Beauty,2011-08-12,1375193.0499999996,actuals
Cereal,2011-08-19,1919840.8500000003,actuals
Cleaning Supplies,2011-08-26,1337300.149999999,actuals
Beauty,2011-08-26,1489255.54,actuals
Cereal,2011-08-26,1886285.2300000002,actuals
Dairy,2011-09-02,1909128.6000000015,actuals
Bedding,2011-09-16,2119764.51,actuals
Dairy,2011-09-23,1954775.3099999994,actuals
Appliances,2011-09-30,2774948.0099999974,actuals
Bedding,2011-10-07,2303144.07,actuals
Accessories,2011-06-24,1932495.5900000012,actuals
Canned Foods,2011-06-24,3282218.699999999,actuals
Cleaning Supplies,2011-07-15,1308394.5299999989,actuals
Accessories,2011-09-02,1997245.3300000005,actuals
Dairy,2011-10-14,1929663.1400000006,actuals
Beauty,2011-10-14,1386577.5299999998,actuals
Dairy,2011-10-21,1957107.1900000004,actuals
Cereal,2011-11-04,2484128.729999998,actuals
Canned Foods,2011-11-11,2995654.5699999994,actuals
Cereal,2011-11-11,2392173.829999998,actuals
Bedding,2011-12-09,2304980.0500000007,actuals
Beauty,2011-11-25,1313116.1200000008,actuals
Dinner Foods,2010-04-16,1537326.33,actuals
Cleaning Supplies,2010-05-14,1308281.3100000003,actuals
Accessories,2010-10-01,1887216.7800000012,actuals
Beauty,2010-10-22,1370277.2299999993,actuals
Cereal,2010-10-29,1608970.5300000014,actuals
Beauty,2010-11-26,1314453.3300000008,actuals
Beauty,2010-12-17,1251816.7999999998,actuals
Appliances,2010-12-17,2695137.529999998,actuals
Canned Foods,2011-01-07,2777088.5799999987,actuals
Canned Foods,2011-02-04,3111786.4000000022,actuals
Dinner Foods,2011-04-15,1555390.520000001,actuals
Cleaning Supplies,2011-04-22,1343899.119999999,actuals
Cereal,2011-05-13,1647012.5399999986,actuals
Cleaning Supplies,2011-07-29,1288557.2799999989,actuals
Appliances,2011-08-05,2824319.9199999995,actuals
Canned Foods,2011-08-12,3391257.700000001,actuals
Beverages,2011-08-26,3387528.2899999996,actuals
Cereal,2011-10-07,1794747.1700000006,actuals
Cleaning Supplies,2011-06-03,1371599.8999999987,actuals
Beauty,2011-10-28,1342441.5699999994,actuals
Canned Foods,2011-12-02,2722229.420000002,actuals
Dairy,2010-04-30,2021580.5299999986,actuals
Bedding,2010-06-25,1801849.86,actuals
Dairy,2010-07-23,1936754.6200000017,actuals
Beverages,2010-11-12,3615576.3199999994,actuals
Canned Foods,2011-03-04,3087136.6100000013,actuals
Appliances,2011-05-27,2656503.9900000007,actuals
Dairy,2010-12-17,2039199.2699999984,actuals
Beverages,2011-06-10,3308362.0599999977,actuals
Beauty,2011-12-09,1293437.9400000002,actuals
Cleaning Supplies,2010-11-12,1375659.1099999999,actuals
Cereal,2010-11-12,2450110.7000000007,actuals
Beverages,2010-08-20,3075562.0200000023,actuals
Cleaning Supplies,2011-11-25,1311549.159999999,actuals
Dairy,2012-03-09,2218429.259999999,actuals
Beauty,2010-08-20,1491829.0700000012,actuals
Beverages,2010-09-24,2942047.849999998,actuals
Bedding,2010-10-01,1850493.7400000007,actuals
Dairy,2010-10-08,2031890.8299999998,actuals
Bedding,2010-10-15,1916621.9999999984,actuals
Beverages,2010-10-15,3228948.6400000025,actuals
Appliances,2010-11-19,2644417.8300000015,actuals
Canned Foods,2010-12-10,2888661.279999999,actuals
Beauty,2011-01-14,1284522.129999999,actuals
Bedding,2011-04-08,2087421.299999999,actuals
Cereal,2011-06-10,1543060.0399999998,actuals
Appliances,2011-06-17,2671492.8299999987,actuals
Beauty,2011-07-01,1382483.499999999,actuals
Dairy,2011-07-08,1902643.0599999984,actuals
Beauty,2011-07-08,1370737.9899999993,actuals
Cereal,2011-07-22,1670085.1500000001,actuals
Bedding,2011-09-02,2075743.0600000015,actuals
Canned Foods,2011-09-16,3151942.4199999995,actuals
