dept,wk_date,total_sales,avg_temp,day_of_week
95.0,2010-03-19,3003945.31,49.95422222222222,Friday
2.0,2010-03-26,1826143.3,48.473555555555556,Friday
8.0,2010-03-26,1326997.8399999999,48.473555555555556,Friday
92.0,2010-03-26,2976519.3899999997,48.473555555555556,Friday
13.0,2010-03-26,1324087.2500000002,48.473555555555556,Friday
90.0,2010-03-26,1850435.67,48.473555555555556,Friday
72.0,2010-03-26,1820919.13,47.65261904761904,Friday
95.0,2010-03-26,2875842.56,48.473555555555556,Friday
40.0,2010-03-26,2017004.5299999998,48.473555555555556,Friday
91.0,2010-03-26,1396431.77,48.473555555555556,Friday
72.0,2010-04-02,1886308.45,52.29904761904762,Friday
38.0,2010-04-02,2818801.67,53.12088888888888,Friday
90.0,2010-04-02,2049993.2600000002,53.12088888888888,Friday
13.0,2010-04-02,1417911.02,53.12088888888888,Friday
91.0,2010-04-02,1493075.1099999999,53.12088888888888,Friday
95.0,2010-04-02,3068370.13,53.12088888888888,Friday
40.0,2010-04-02,2066720.5,53.12088888888888,Friday
90.0,2010-04-09,1901908.4200000002,58.42066666666666,Friday
8.0,2010-04-09,1314310.4200000002,58.42066666666666,Friday
72.0,2010-04-09,1796455.2699999998,57.777857142857144,Friday
38.0,2010-04-09,2820286.76,58.42066666666666,Friday
13.0,2010-04-09,1362721.4300000002,58.42066666666666,Friday
91.0,2010-04-09,1487678.0,58.42066666666666,Friday
40.0,2010-04-09,2008998.0299999998,58.42066666666666,Friday
95.0,2010-04-09,3040233.5,58.42066666666666,Friday
2.0,2010-04-09,1903127.59,58.42066666666666,Friday
8.0,2010-04-16,1346831.3699999999,58.021111111111104,Friday
92.0,2010-04-16,3129901.3,58.021111111111104,Friday
38.0,2010-04-16,2751853.0900000003,58.021111111111104,Friday
13.0,2010-04-16,1440873.3499999999,58.021111111111104,Friday
72.0,2010-04-16,1795511.1199999999,57.19119047619048,Friday
2.0,2010-04-16,1960979.2000000002,58.021111111111104,Friday
95.0,2010-04-16,3257880.49,58.021111111111104,Friday
38.0,2010-04-23,2630925.1,57.08955555555555,Friday
72.0,2010-04-23,1795865.8800000004,56.26166666666666,Friday
90.0,2010-04-23,1829736.67,57.08955555555555,Friday
95.0,2010-04-23,3154878.3600000003,57.08955555555555,Friday
8.0,2010-04-23,1355240.69,57.08955555555555,Friday
92.0,2010-04-23,3018434.74,57.08955555555555,Friday
40.0,2010-04-23,2056127.56,57.08955555555555,Friday
91.0,2010-04-23,1461212.8299999998,57.08955555555555,Friday
2.0,2010-04-23,1949495.18,57.08955555555555,Friday
13.0,2010-04-23,1425313.6300000001,57.08955555555555,Friday
38.0,2010-04-30,2771378.48,57.85466666666667,Friday
8.0,2010-04-30,1347402.53,57.85466666666667,Friday
91.0,2010-04-30,1390192.04,57.85466666666667,Friday
90.0,2010-04-30,1782058.0,57.85466666666667,Friday
95.0,2010-04-30,3078708.39,57.85466666666667,Friday
13.0,2010-04-30,1378498.55,57.85466666666667,Friday
2.0,2010-04-30,1888891.0399999998,57.85466666666667,Friday
92.0,2010-05-07,3372265.71,64.12511111111111,Friday
38.0,2010-05-07,2900280.56,64.12511111111111,Friday
91.0,2010-05-07,1622771.4500000002,64.12511111111111,Friday
40.0,2010-05-07,2046845.0599999996,64.12511111111111,Friday
72.0,2010-05-07,1738629.3699999996,63.41928571428572,Friday
90.0,2010-05-07,1973270.7000000002,64.12511111111111,Friday
8.0,2010-05-07,1384003.52,64.12511111111111,Friday
13.0,2010-05-07,1444549.1300000001,64.12511111111111,Friday
95.0,2010-05-07,3434331.01,64.12511111111111,Friday
2.0,2010-05-07,1961636.98,64.12511111111111,Friday
92.0,2010-05-14,3077689.6900000004,60.60955555555555,Friday
91.0,2010-05-14,1501562.1400000001,60.60955555555555,Friday
40.0,2010-05-14,1939325.9000000001,60.60955555555555,Friday
38.0,2010-05-14,2703150.5199999996,60.60955555555555,Friday
72.0,2010-05-14,1779914.8800000001,59.50523809523809,Friday
90.0,2010-05-14,1839843.43,60.60955555555555,Friday
95.0,2010-05-14,3172949.62,60.60955555555555,Friday
2.0,2010-05-14,1859488.52,60.60955555555555,Friday
40.0,2010-05-21,1973683.1300000001,66.26266666666668,Friday
8.0,2010-05-21,1338354.6099999999,66.26266666666668,Friday
91.0,2010-05-21,1470985.49,66.26266666666668,Friday
90.0,2010-05-21,1831637.0,66.26266666666668,Friday
92.0,2010-05-21,3042953.1,66.26266666666668,Friday
13.0,2010-05-21,1383652.31,66.26266666666668,Friday
91.0,2010-05-28,1389439.12,70.46022222222223,Friday
8.0,2010-05-28,1353399.1500000001,70.46022222222223,Friday
92.0,2010-05-28,2975270.14,70.46022222222223,Friday
40.0,2010-05-28,2003211.9700000002,70.46022222222223,Friday
95.0,2010-05-28,3525218.2800000003,70.46022222222223,Friday
90.0,2010-05-28,1834385.0100000002,70.46022222222223,Friday
72.0,2010-05-28,1602818.5899999999,69.66121951219512,Friday
2.0,2010-05-28,1979840.8,70.46022222222223,Friday
13.0,2010-05-28,1392704.64,70.46022222222223,Friday
8.0,2010-06-04,1367584.72,73.41088888888889,Friday
40.0,2010-06-04,2021891.6199999999,73.41088888888889,Friday
95.0,2010-06-04,3657150.6999999997,73.41088888888889,Friday
72.0,2010-06-04,1735485.29,72.48585365853658,Friday
13.0,2010-06-04,1484230.97,73.41088888888889,Friday
38.0,2010-06-04,2513111.5400000005,73.41088888888889,Friday
2.0,2010-06-04,2014908.3,73.41088888888889,Friday
8.0,2010-06-11,1342078.73,74.53777777777778,Friday
91.0,2010-06-11,1627941.63,74.53777777777778,Friday
92.0,2010-06-11,3274477.4600000004,74.53777777777778,Friday
40.0,2010-06-11,1990656.5499999998,74.53777777777778,Friday
72.0,2010-06-11,1719120.7399999998,73.1851219512195,Friday
90.0,2010-06-11,1942452.83,74.53777777777778,Friday
38.0,2010-06-11,2659698.31,74.53777777777778,Friday
2.0,2010-06-11,2017306.6199999996,74.53777777777778,Friday
95.0,2010-06-18,3489470.1399999997,73.56933333333335,Friday
40.0,2010-06-18,1952819.68,73.56933333333335,Friday
91.0,2010-06-18,1556008.29,73.56933333333335,Friday
92.0,2010-06-18,3156757.13,73.56933333333335,Friday
72.0,2010-06-18,1896443.4300000002,72.73976190476192,Friday
90.0,2010-06-18,1909803.77,73.56933333333335,Friday
38.0,2010-06-18,2639517.5500000003,73.56933333333335,Friday
13.0,2010-06-18,1412281.6800000002,73.56933333333335,Friday
2.0,2010-06-18,2026116.5499999996,73.56933333333335,Friday
72.0,2010-06-25,1813531.3200000003,78.03214285714284,Friday
92.0,2010-06-25,2848190.9299999997,78.7882222222222,Friday
38.0,2010-06-25,2592592.3499999996,78.7882222222222,Friday
8.0,2010-06-25,1288956.8299999998,78.7882222222222,Friday
40.0,2010-06-25,1912704.16,78.7882222222222,Friday
2.0,2010-06-25,1967652.4100000004,78.7882222222222,Friday
13.0,2010-06-25,1354113.16,78.7882222222222,Friday
95.0,2010-07-02,3691101.3900000006,77.13333333333334,Friday
90.0,2010-07-02,1949441.6599999997,77.13333333333334,Friday
92.0,2010-07-02,3175442.73,77.13333333333334,Friday
91.0,2010-07-02,1486411.99,77.13333333333334,Friday
13.0,2010-07-02,1481459.36,77.13333333333334,Friday
40.0,2010-07-02,2033284.27,77.13333333333334,Friday
2.0,2010-07-02,2089116.7800000003,77.13333333333334,Friday
95.0,2010-07-09,3552124.99,78.91244444444443,Friday
91.0,2010-07-09,1539664.4899999998,78.91244444444443,Friday
2.0,2010-07-09,2010639.27,78.91244444444443,Friday
13.0,2010-07-09,1417512.9100000001,78.91244444444443,Friday
92.0,2010-07-09,3182434.8000000003,78.91244444444443,Friday
38.0,2010-07-09,2537129.34,78.91244444444443,Friday
72.0,2010-07-09,1706874.8499999999,78.56488372093023,Friday
8.0,2010-07-16,1314125.9200000002,80.40844444444444,Friday
95.0,2010-07-16,3334475.62,80.40844444444444,Friday
91.0,2010-07-16,1544845.62,80.40844444444444,Friday
2.0,2010-07-16,2075141.24,80.40844444444444,Friday
40.0,2010-07-16,1972843.77,80.40844444444444,Friday
13.0,2010-07-16,1459710.37,80.40844444444444,Friday
38.0,2010-07-16,2638804.8200000003,80.40844444444444,Friday
91.0,2010-07-30,1372450.9,79.1522222222222,Friday
8.0,2010-07-30,1322953.6900000002,79.1522222222222,Friday
95.0,2010-07-30,3166773.7399999998,79.1522222222222,Friday
92.0,2010-07-30,2836367.6000000006,79.1522222222222,Friday
13.0,2010-07-30,1402854.9400000002,79.1522222222222,Friday
72.0,2010-07-30,1948298.7399999998,78.6245238095238,Friday
91.0,2010-08-06,1607342.62,79.99555555555555,Friday
8.0,2010-08-06,1368327.62,79.99555555555555,Friday
40.0,2010-08-06,1974635.6500000001,79.99555555555555,Friday
95.0,2010-08-06,3487806.03,79.99555555555555,Friday
92.0,2010-04-09,3165111.0999999996,58.42066666666666,Friday
38.0,2010-08-06,2754226.07,79.99555555555555,Friday
13.0,2010-08-06,1482528.68,79.99555555555555,Friday
90.0,2010-08-06,1995126.97,79.99555555555555,Friday
2.0,2010-08-06,2120901.4699999997,79.99555555555555,Friday
72.0,2010-08-06,1931718.08,79.42071428571428,Friday
92.0,2010-08-06,3357270.6900000004,79.99555555555555,Friday
91.0,2010-08-13,1537173.46,79.48244444444444,Friday
38.0,2010-08-13,2584814.92,79.48244444444444,Friday
95.0,2010-08-13,3387101.2,79.48244444444444,Friday
2.0,2010-08-13,2082299.85,79.48244444444444,Friday
72.0,2010-08-13,1884355.0500000003,78.73119047619048,Friday
8.0,2010-08-20,1286773.74,79.46355555555557,Friday
95.0,2010-08-20,3298196.1299999994,79.46355555555557,Friday
91.0,2010-08-20,1472592.02,79.46355555555557,Friday
40.0,2010-08-20,1948963.5999999999,79.46355555555557,Friday
72.0,2010-08-20,2152192.44,78.6661904761905,Friday
2.0,2010-08-20,2150558.54,79.46355555555557,Friday
91.0,2010-08-27,1380271.4400000002,76.73733333333334,Friday
38.0,2010-08-27,2565789.98,76.73733333333334,Friday
92.0,2010-08-27,2999713.4600000004,76.73733333333334,Friday
13.0,2010-08-27,1499807.23,76.73733333333334,Friday
2.0,2010-08-27,2124944.95,76.73733333333334,Friday
72.0,2010-08-27,2004339.74,75.94214285714285,Friday
8.0,2010-09-03,1365197.94,76.44222222222223,Friday
90.0,2010-09-03,2000010.6800000002,76.44222222222223,Friday
91.0,2010-09-03,1509448.51,76.44222222222223,Friday
40.0,2010-09-03,2043436.5300000003,76.44222222222223,Friday
95.0,2010-09-03,3398281.8199999994,76.44222222222223,Friday
38.0,2010-09-03,2761097.2800000003,76.44222222222223,Friday
72.0,2010-09-03,2068354.85,76.13511627906978,Friday
92.0,2010-09-03,3294623.6199999996,76.44222222222223,Friday
13.0,2010-09-03,1578263.1199999999,76.44222222222223,Friday
8.0,2010-09-10,1322099.72,72.44977777777778,Friday
91.0,2010-09-10,1555012.9200000004,72.44977777777778,Friday
95.0,2010-09-10,3252360.73,72.44977777777778,Friday
90.0,2010-09-10,2034849.0500000003,72.44977777777778,Friday
72.0,2010-09-10,1950600.39,71.99116279069769,Friday
92.0,2010-09-10,3406660.55,72.44977777777778,Friday
2.0,2010-09-10,1991188.8800000001,72.44977777777778,Friday
38.0,2010-09-17,2670667.4800000004,71.23377777777776,Friday
91.0,2010-09-17,1497875.19,71.23377777777776,Friday
40.0,2010-09-17,1969406.5500000003,71.23377777777776,Friday
95.0,2010-09-17,3060038.48,71.23377777777776,Friday
92.0,2010-09-17,3150518.96,71.23377777777776,Friday
2.0,2010-09-17,1895427.15,71.23377777777776,Friday
91.0,2010-09-24,1385932.21,71.07955555555556,Friday
8.0,2010-09-24,1292777.95,71.07955555555556,Friday
90.0,2010-09-24,1823956.0099999998,71.07955555555556,Friday
38.0,2010-09-24,2629262.25,71.07955555555556,Friday
13.0,2010-09-24,1404852.3900000001,71.07955555555556,Friday
40.0,2010-09-24,1952335.28,71.07955555555556,Friday
72.0,2010-09-24,1641309.68,70.05904761904763,Friday
91.0,2010-10-01,1390115.43,69.868,Friday
95.0,2010-10-01,2924164.3499999996,69.868,Friday
38.0,2010-10-01,2757997.3499999996,69.868,Friday
40.0,2010-10-01,1963257.27,69.868,Friday
13.0,2010-10-01,1429491.62,69.868,Friday
90.0,2010-10-08,1997690.8000000003,61.733999999999995,Friday
8.0,2010-10-08,1388995.9900000002,61.733999999999995,Friday
38.0,2010-10-08,2736790.6399999997,61.733999999999995,Friday
2.0,2010-10-08,1922452.75,61.733999999999995,Friday
95.0,2010-10-08,3107008.6900000004,61.733999999999995,Friday
92.0,2010-10-08,3451502.58,61.733999999999995,Friday
72.0,2010-10-08,1677913.62,61.22488372093024,Friday
91.0,2010-10-15,1502078.8000000003,60.890888888888895,Friday
8.0,2010-10-15,1312057.34,60.890888888888895,Friday
13.0,2010-10-15,1373653.54,60.890888888888895,Friday
90.0,2010-10-22,1862982.58,59.13088888888888,Friday
8.0,2010-10-22,1340445.76,59.13088888888888,Friday
72.0,2010-10-22,1652782.89,58.47558139534883,Friday
40.0,2010-10-22,1967329.5000000002,59.13088888888888,Friday
8.0,2010-10-29,1338872.33,59.18577777777778,Friday
91.0,2010-10-29,1327794.29,59.18577777777778,Friday
2.0,2010-10-29,1817791.9400000002,59.18577777777778,Friday
40.0,2010-10-29,1926810.1800000002,59.18577777777778,Friday
95.0,2010-10-29,2811301.6999999997,59.18577777777778,Friday
13.0,2010-10-29,1354273.92,59.18577777777778,Friday
90.0,2010-11-05,1992591.94,52.68288888888889,Friday
8.0,2010-11-05,1424399.29,52.68288888888889,Friday
2.0,2010-11-05,1870613.54,52.68288888888889,Friday
40.0,2010-11-05,2043328.12,52.68288888888889,Friday
72.0,2010-11-05,1749651.9599999997,51.49380952380952,Friday
95.0,2010-11-05,2852690.03,52.68288888888889,Friday
13.0,2010-11-05,1444614.42,52.68288888888889,Friday
90.0,2010-11-12,2027821.04,50.39977777777777,Friday
95.0,2010-11-12,2855275.69,50.39977777777777,Friday
40.0,2010-11-12,2000888.8199999998,50.39977777777777,Friday
2.0,2010-11-12,1827782.3199999998,50.39977777777777,Friday
95.0,2010-11-19,2766434.4599999995,48.14244444444444,Friday
92.0,2010-11-19,3665570.090000001,48.14244444444444,Friday
40.0,2010-11-19,1957489.6700000002,48.14244444444444,Friday
13.0,2010-11-19,1348235.3,48.14244444444444,Friday
2.0,2010-11-19,1804648.0299999998,48.14244444444444,Friday
8.0,2010-11-19,1370829.77,48.14244444444444,Friday
72.0,2010-11-26,10533640.92,47.02619047619048,Friday
38.0,2010-11-26,2156462.36,47.88955555555556,Friday
90.0,2010-11-26,2217952.66,47.88955555555556,Friday
95.0,2010-11-26,2807242.86,47.88955555555556,Friday
91.0,2010-11-26,1357937.48,47.88955555555556,Friday
92.0,2010-11-26,3982965.0799999996,47.88955555555556,Friday
2.0,2010-11-26,1844297.0,47.88955555555556,Friday
8.0,2010-11-26,1330334.5699999998,47.88955555555556,Friday
38.0,2010-12-03,3006516.4499999997,41.590888888888884,Friday
72.0,2010-12-03,2931078.9,40.78952380952381,Friday
8.0,2010-12-03,1384436.0999999999,41.590888888888884,Friday
13.0,2010-12-03,1310774.82,41.590888888888884,Friday
91.0,2010-12-03,1353289.1,41.590888888888884,Friday
2.0,2010-12-03,1853046.3800000001,41.590888888888884,Friday
92.0,2010-12-10,3727640.3599999994,39.16511111111111,Friday
90.0,2010-12-10,2099628.1300000004,39.16511111111111,Friday
38.0,2010-12-10,2800808.56,39.16511111111111,Friday
72.0,2010-12-10,2757243.3499999996,37.84214285714286,Friday
13.0,2010-12-10,1288758.5799999998,39.16511111111111,Friday
40.0,2010-12-10,2038851.7599999995,39.16511111111111,Friday
8.0,2010-12-10,1448045.71,39.16511111111111,Friday
72.0,2010-12-17,3892696.4,39.0197619047619,Friday
95.0,2010-12-17,2909748.13,40.35177777777778,Friday
91.0,2010-12-17,1460340.9900000002,40.35177777777778,Friday
92.0,2010-12-24,4203774.33,41.17733333333334,Friday
72.0,2010-12-24,6020196.029999999,39.914047619047615,Friday
90.0,2010-12-24,2605302.44,41.17733333333334,Friday
13.0,2010-12-24,1313690.0100000002,41.17733333333334,Friday
91.0,2010-12-24,1514601.65,41.17733333333334,Friday
2.0,2010-12-24,2657428.05,41.17733333333334,Friday
8.0,2010-12-24,1773763.6400000001,41.17733333333334,Friday
38.0,2010-12-24,2482261.8600000003,41.17733333333334,Friday
92.0,2010-12-31,2624151.6199999996,36.782666666666664,Friday
13.0,2010-12-31,1188854.37,36.782666666666664,Friday
90.0,2010-12-31,1743436.35,36.782666666666664,Friday
38.0,2010-12-31,2454954.8499999996,36.782666666666664,Friday
95.0,2010-12-31,2484164.7800000003,36.782666666666664,Friday
8.0,2010-12-31,1186153.91,36.782666666666664,Friday
91.0,2010-12-31,1215826.96,36.782666666666664,Friday
2.0,2010-12-31,1545570.5,36.782666666666664,Friday
13.0,2011-01-07,1398554.61,35.272666666666666,Friday
92.0,2011-01-07,3536572.41,35.272666666666666,Friday
90.0,2011-01-07,2042736.51,35.272666666666666,Friday
2.0,2011-01-07,1799906.2900000003,35.272666666666666,Friday
38.0,2011-01-07,3219845.43,35.272666666666666,Friday
40.0,2011-01-07,2147509.37,35.272666666666666,Friday
8.0,2011-01-07,1322007.86,35.272666666666666,Friday
91.0,2011-01-07,1647214.24,35.272666666666666,Friday
92.0,2011-01-14,3443153.88,30.68955555555556,Friday
90.0,2011-01-14,2053458.9000000001,30.68955555555556,Friday
72.0,2011-01-14,1701575.8199999998,30.16818181818182,Friday
91.0,2011-01-14,1618109.25,30.68955555555556,Friday
38.0,2011-01-14,2836653.3600000003,30.68955555555556,Friday
8.0,2011-01-14,1295871.11,30.68955555555556,Friday
2.0,2011-01-21,1773920.5699999998,37.522222222222226,Friday
13.0,2011-01-21,1327652.95,37.522222222222226,Friday
72.0,2011-01-21,1809924.0100000002,36.69441860465117,Friday
92.0,2011-01-21,3271934.35,37.522222222222226,Friday
95.0,2011-01-21,2864509.86,37.522222222222226,Friday
91.0,2011-01-21,1558120.3299999998,37.522222222222226,Friday
40.0,2011-01-21,2034114.4,37.522222222222226,Friday
90.0,2011-01-28,1900881.46,34.06444444444445,Friday
92.0,2011-01-28,3044345.8700000006,34.06444444444445,Friday
72.0,2011-01-28,1967208.1300000004,33.19860465116279,Friday
2.0,2011-01-28,1682712.98,34.06444444444445,Friday
13.0,2011-01-28,1230893.77,34.06444444444445,Friday
95.0,2011-01-28,2743236.21,34.06444444444445,Friday
38.0,2011-01-28,2742795.47,34.06444444444445,Friday
92.0,2011-02-04,3672861.96,30.48088888888889,Friday
72.0,2011-02-04,2702467.39,29.667441860465118,Friday
13.0,2011-02-04,1348149.52,30.48088888888889,Friday
2.0,2011-02-04,1853050.8800000001,30.48088888888889,Friday
40.0,2011-02-04,2086969.4500000002,30.48088888888889,Friday
38.0,2011-02-04,2799323.71,30.48088888888889,Friday
90.0,2011-02-11,2077707.91,32.15911111111111,Friday
92.0,2011-02-11,3538141.62,32.15911111111111,Friday
95.0,2011-02-11,3079634.6799999997,32.15911111111111,Friday
8.0,2011-02-11,1355507.0699999998,32.15911111111111,Friday
2.0,2011-02-11,1904078.62,32.15911111111111,Friday
91.0,2011-02-11,1678446.04,32.15911111111111,Friday
8.0,2011-02-18,1369308.75,45.88377777777778,Friday
91.0,2011-02-18,1546712.94,45.88377777777778,Friday
72.0,2011-02-18,2892310.13,45.23860465116279,Friday
92.0,2011-02-18,3258997.88,45.88377777777778,Friday
13.0,2011-02-18,1396695.6800000002,45.88377777777778,Friday
95.0,2011-02-18,2890866.2700000005,45.88377777777778,Friday
38.0,2011-02-18,2835776.33,45.88377777777778,Friday
40.0,2011-02-18,2156738.5199999996,45.88377777777778,Friday
90.0,2011-02-18,1991469.52,45.88377777777778,Friday
2.0,2011-02-18,1995935.4599999997,45.88377777777778,Friday
91.0,2011-02-25,1493914.5999999996,43.15533333333333,Friday
8.0,2011-02-25,1318392.5000000002,43.15533333333333,Friday
13.0,2011-02-25,1412626.23,43.15533333333333,Friday
40.0,2011-02-25,2078314.72,43.15533333333333,Friday
92.0,2011-02-25,3130285.0700000003,43.15533333333333,Friday
38.0,2011-02-25,2766755.78,43.15533333333333,Friday
72.0,2011-02-25,2591260.96,42.310930232558135,Friday
2.0,2011-02-25,1924869.43,43.15533333333333,Friday
8.0,2011-03-04,1405156.67,44.775333333333336,Friday
40.0,2011-03-04,2188200.89,44.775333333333336,Friday
92.0,2011-03-04,3432805.9,44.775333333333336,Friday
72.0,2011-03-04,2633098.1300000004,43.66357142857143,Friday
38.0,2011-03-04,3022327.0799999996,44.775333333333336,Friday
90.0,2011-03-04,2065558.8,44.775333333333336,Friday
2.0,2011-03-04,2044729.77,44.775333333333336,Friday
91.0,2010-11-05,1519244.64,52.68288888888889,Friday
8.0,2011-03-11,1304685.2800000003,47.099555555555554,Friday
91.0,2011-03-11,1619642.06,47.099555555555554,Friday
38.0,2011-03-11,2854718.1500000004,47.099555555555554,Friday
2.0,2011-03-11,1903723.58,47.099555555555554,Friday
13.0,2011-03-11,1351094.2899999998,47.099555555555554,Friday
8.0,2011-03-18,1315121.4000000001,52.97644444444443,Friday
72.0,2011-03-18,1984052.3,52.239999999999995,Friday
95.0,2011-03-18,3055298.76,52.97644444444443,Friday
13.0,2011-03-18,1359488.11,52.97644444444443,Friday
2.0,2011-03-18,1908655.15,52.97644444444443,Friday
90.0,2011-03-25,1915915.3199999998,51.60866666666665,Friday
72.0,2011-03-25,1855468.96,50.605952380952374,Friday
13.0,2011-03-25,1316044.94,51.60866666666665,Friday
72.0,2011-04-01,1799803.8299999998,47.77720930232558,Friday
8.0,2011-04-01,1320036.8900000001,48.73644444444445,Friday
90.0,2011-04-01,1937032.72,48.73644444444445,Friday
92.0,2011-04-01,3083409.37,48.73644444444445,Friday
95.0,2011-04-01,2883790.44,48.73644444444445,Friday
8.0,2011-04-08,1336494.29,55.62733333333333,Friday
40.0,2011-04-08,2042282.3699999999,55.62733333333333,Friday
91.0,2011-04-08,1657938.57,55.62733333333333,Friday
92.0,2011-04-08,3458597.39,55.62733333333333,Friday
38.0,2011-04-08,2862015.73,55.62733333333333,Friday
2.0,2011-04-08,1939021.84,55.62733333333333,Friday
13.0,2011-04-08,1366392.27,55.62733333333333,Friday
8.0,2011-04-15,1298737.77,56.953333333333326,Friday
13.0,2011-04-15,1304994.9200000002,56.953333333333326,Friday
72.0,2011-04-15,1809401.93,56.28476190476191,Friday
95.0,2011-04-15,3039989.2199999997,56.953333333333326,Friday
92.0,2011-04-15,3229946.2100000004,56.953333333333326,Friday
38.0,2011-04-15,2735846.28,56.953333333333326,Friday
40.0,2011-04-15,1956504.2899999998,56.953333333333326,Friday
90.0,2011-04-15,1994317.5899999999,56.953333333333326,Friday
91.0,2011-04-22,1514943.9699999997,59.20533333333333,Friday
2.0,2011-04-22,1973286.3500000003,59.20533333333333,Friday
95.0,2011-04-22,3060862.39,59.20533333333333,Friday
72.0,2011-04-22,1832563.96,58.376976744186045,Friday
13.0,2011-04-22,1332730.94,59.20533333333333,Friday
90.0,2011-04-22,2122778.49,59.20533333333333,Friday
92.0,2011-04-29,2790205.04,62.13977777777779,Friday
40.0,2011-04-29,1861616.06,62.13977777777779,Friday
8.0,2011-04-29,1248815.2299999997,62.13977777777779,Friday
13.0,2011-04-29,1237086.9800000002,62.13977777777779,Friday
72.0,2011-04-29,1659803.7699999998,61.175476190476196,Friday
2.0,2011-04-29,1810197.72,62.13977777777779,Friday
90.0,2011-04-29,1858260.3399999999,62.13977777777779,Friday
38.0,2011-04-29,2668837.66,62.13977777777779,Friday
8.0,2011-05-06,1385109.95,58.175111111111114,Friday
92.0,2011-05-06,3392286.6599999997,58.175111111111114,Friday
40.0,2011-05-06,2047752.6700000002,58.175111111111114,Friday
38.0,2011-05-06,2954401.6400000006,58.175111111111114,Friday
72.0,2011-05-06,1748952.4600000002,57.067619047619054,Friday
8.0,2011-05-13,1281818.3900000001,65.01066666666665,Friday
95.0,2011-05-13,3144828.97,65.01066666666665,Friday
91.0,2011-05-13,1495469.54,65.01066666666665,Friday
2.0,2011-05-13,1833291.86,65.01066666666665,Friday
90.0,2011-05-13,1949314.4500000002,65.01066666666665,Friday
13.0,2011-05-20,1333835.12,62.41555555555555,Friday
91.0,2011-05-20,1496186.98,62.41555555555555,Friday
38.0,2011-05-20,2755940.68,62.41555555555555,Friday
8.0,2011-05-20,1339688.26,62.41555555555555,Friday
72.0,2011-05-20,1605181.9500000002,61.59499999999999,Friday
2.0,2011-05-20,1901289.72,62.41555555555555,Friday
90.0,2011-05-20,1957835.3400000003,62.41555555555555,Friday
92.0,2011-05-20,3136141.8899999997,62.41555555555555,Friday
8.0,2011-05-27,1349079.3000000003,69.53222222222222,Friday
2.0,2011-05-27,1903197.61,69.53222222222222,Friday
40.0,2011-05-27,1904105.29,69.53222222222222,Friday
91.0,2011-05-27,1367611.79,69.53222222222222,Friday
90.0,2011-05-27,1913094.8699999996,69.53222222222222,Friday
38.0,2011-06-03,2637814.13,73.37422222222222,Friday
40.0,2011-06-03,1944335.45,73.37422222222222,Friday
91.0,2011-06-03,1467341.5,73.37422222222222,Friday
95.0,2011-06-03,3416366.22,73.37422222222222,Friday
2.0,2011-06-03,1995935.92,73.37422222222222,Friday
40.0,2011-06-10,1955637.8900000001,74.80177777777779,Friday
90.0,2011-06-10,2025549.5900000003,74.80177777777779,Friday
91.0,2011-06-10,1618636.6199999999,74.80177777777779,Friday
8.0,2011-06-10,1342549.2100000002,74.80177777777779,Friday
13.0,2011-06-10,1331832.02,74.80177777777779,Friday
95.0,2011-06-10,3491710.12,74.80177777777779,Friday
40.0,2011-06-17,1937126.3800000001,74.87511111111111,Friday
90.0,2011-06-17,2009204.75,74.87511111111111,Friday
13.0,2011-06-17,1323248.58,74.87511111111111,Friday
92.0,2011-06-17,3207409.3600000003,74.87511111111111,Friday
95.0,2011-06-17,3452812.3200000003,74.87511111111111,Friday
2.0,2011-06-17,1984413.22,74.87511111111111,Friday
40.0,2011-06-24,1877239.08,76.2442222222222,Friday
90.0,2011-06-24,1909655.2000000002,76.2442222222222,Friday
13.0,2011-06-24,1288021.85,76.2442222222222,Friday
91.0,2011-07-01,1457801.8199999998,78.75911111111111,Friday
2.0,2011-07-01,2025082.02,78.75911111111111,Friday
92.0,2011-07-01,3169679.3400000003,78.75911111111111,Friday
38.0,2011-07-01,2799811.21,78.75911111111111,Friday
90.0,2011-07-01,2009145.72,78.75911111111111,Friday
95.0,2011-07-01,3490542.57,78.75911111111111,Friday
92.0,2011-07-08,3368886.3600000003,79.95422222222221,Friday
72.0,2011-07-08,1652615.8900000001,79.24333333333331,Friday
90.0,2011-07-08,2061990.6400000001,79.95422222222221,Friday
91.0,2011-07-08,1575768.89,79.95422222222221,Friday
2.0,2011-07-08,2011695.44,79.95422222222221,Friday
95.0,2011-07-08,3580339.8899999997,79.95422222222221,Friday
38.0,2011-07-15,2734441.7800000003,79.96711111111112,Friday
72.0,2011-07-15,1576981.42,79.38214285714287,Friday
90.0,2011-07-15,2019037.23,79.96711111111112,Friday
40.0,2011-07-15,1894941.8499999999,79.96711111111112,Friday
91.0,2011-07-15,1558581.48,79.96711111111112,Friday
13.0,2011-07-15,1357140.5100000002,79.96711111111112,Friday
92.0,2011-07-22,3049986.88,82.17644444444444,Friday
2.0,2011-07-22,2020007.6700000004,82.17644444444444,Friday
90.0,2011-07-22,1965143.5499999998,82.17644444444444,Friday
38.0,2011-07-22,2588606.11,82.17644444444444,Friday
13.0,2011-07-22,1362110.4600000002,82.17644444444444,Friday
8.0,2011-07-22,1305363.0800000003,82.17644444444444,Friday
95.0,2011-07-22,3378955.4299999997,82.17644444444444,Friday
